"Var1","Var2","value","semantic_domain"
"Herero","Herero",0,"Agriculture and vegetation"
"Zulu","Herero",0.636363636363636,"Agriculture and vegetation"
"Tswana","Herero",0.636363636363636,"Agriculture and vegetation"
"Ndonga","Herero",0.727272727272727,"Agriculture and vegetation"
"Swati","Herero",0.636363636363636,"Agriculture and vegetation"
"Tsonga","Herero",0.727272727272727,"Agriculture and vegetation"
"Venda","Herero",0.545454545454545,"Agriculture and vegetation"
"Kongo","Herero",0.818181818181818,"Agriculture and vegetation"
"Kikuyu","Herero",0.636363636363636,"Agriculture and vegetation"
"Luganda","Herero",0.727272727272727,"Agriculture and vegetation"
"Kinyarwanda","Herero",0.636363636363636,"Agriculture and vegetation"
"Kirundi","Herero",0.727272727272727,"Agriculture and vegetation"
"Igbo","Herero",0.727272727272727,"Agriculture and vegetation"
"Bambara","Herero",0.727272727272727,"Agriculture and vegetation"
"Amharic","Herero",0.818181818181818,"Agriculture and vegetation"
"Kanuri","Herero",0.636363636363636,"Agriculture and vegetation"
"Wolof","Herero",0.727272727272727,"Agriculture and vegetation"
"Egyptian Arabic","Herero",0.818181818181818,"Agriculture and vegetation"
"Kabyle","Herero",0.727272727272727,"Agriculture and vegetation"
"Neapolitan","Herero",0.818181818181818,"Agriculture and vegetation"
"Spanish","Herero",0.727272727272727,"Agriculture and vegetation"
"English","Herero",0.818181818181818,"Agriculture and vegetation"
"French","Herero",0.818181818181818,"Agriculture and vegetation"
"Dutch","Herero",0.818181818181818,"Agriculture and vegetation"
"Icelandic","Herero",0.636363636363636,"Agriculture and vegetation"
"Irish","Herero",0.727272727272727,"Agriculture and vegetation"
"Serbian","Herero",0.727272727272727,"Agriculture and vegetation"
"Russian","Herero",0.727272727272727,"Agriculture and vegetation"
"Bashkir","Herero",0.818181818181818,"Agriculture and vegetation"
"Chuvash","Herero",0.818181818181818,"Agriculture and vegetation"
"Erzya","Herero",0.727272727272727,"Agriculture and vegetation"
"Estonian","Herero",0.818181818181818,"Agriculture and vegetation"
"Gagauz","Herero",0.727272727272727,"Agriculture and vegetation"
"Latvian","Herero",0.818181818181818,"Agriculture and vegetation"
"Vepsian","Herero",0.727272727272727,"Agriculture and vegetation"
"Czech","Herero",0.727272727272727,"Agriculture and vegetation"
"Bulgarian","Herero",0.727272727272727,"Agriculture and vegetation"
"Lithuanian","Herero",0.818181818181818,"Agriculture and vegetation"
"Kalmyk","Herero",0.636363636363636,"Agriculture and vegetation"
"Armenian","Herero",0.727272727272727,"Agriculture and vegetation"
"Kurdish (Sorani)","Herero",0.818181818181818,"Agriculture and vegetation"
"Abkhazian","Herero",0.454545454545455,"Agriculture and vegetation"
"Turkish","Herero",0.727272727272727,"Agriculture and vegetation"
"Hebrew","Herero",0.818181818181818,"Agriculture and vegetation"
"Eastern Punjabi","Herero",0.727272727272727,"Agriculture and vegetation"
"Kazakh","Herero",0.636363636363636,"Agriculture and vegetation"
"Sakha","Herero",0.545454545454545,"Agriculture and vegetation"
"Korean","Herero",0.909090909090909,"Agriculture and vegetation"
"Nuosu","Herero",0.818181818181818,"Agriculture and vegetation"
"Japanese","Herero",0.727272727272727,"Agriculture and vegetation"
"Tibetan","Herero",0.727272727272727,"Agriculture and vegetation"
"Bengali","Herero",0.818181818181818,"Agriculture and vegetation"
"Kashmiri","Herero",0.727272727272727,"Agriculture and vegetation"
"Telugu","Herero",0.727272727272727,"Agriculture and vegetation"
"Tamil","Herero",0.818181818181818,"Agriculture and vegetation"
"Malayalam","Herero",0.818181818181818,"Agriculture and vegetation"
"Burmese","Herero",0.818181818181818,"Agriculture and vegetation"
"Vietnamese","Herero",0.909090909090909,"Agriculture and vegetation"
"Khmer","Herero",0.818181818181818,"Agriculture and vegetation"
"Malay","Herero",0.909090909090909,"Agriculture and vegetation"
"Thai","Herero",0.909090909090909,"Agriculture and vegetation"
"Cebuano","Herero",0.909090909090909,"Agriculture and vegetation"
"Banyumasan","Herero",0.818181818181818,"Agriculture and vegetation"
"Minangkabau","Herero",0.909090909090909,"Agriculture and vegetation"
"Chamorro","Herero",0.727272727272727,"Agriculture and vegetation"
"Samoan","Herero",0.909090909090909,"Agriculture and vegetation"
"Tongan","Herero",0.909090909090909,"Agriculture and vegetation"
"Maori","Herero",0.909090909090909,"Agriculture and vegetation"
"Hawaiian","Herero",0.818181818181818,"Agriculture and vegetation"
"Cheyenne","Herero",0.727272727272727,"Agriculture and vegetation"
"Choctaw","Herero",0.909090909090909,"Agriculture and vegetation"
"Muscogee","Herero",0.909090909090909,"Agriculture and vegetation"
"Cherokee","Herero",0.818181818181818,"Agriculture and vegetation"
"Navajo","Herero",0.818181818181818,"Agriculture and vegetation"
"Haitian","Herero",0.727272727272727,"Agriculture and vegetation"
"Aymara","Herero",0.818181818181818,"Agriculture and vegetation"
"Guarani","Herero",0.818181818181818,"Agriculture and vegetation"
"Herero","Zulu",0.636363636363636,"Agriculture and vegetation"
"Zulu","Zulu",0,"Agriculture and vegetation"
"Tswana","Zulu",0,"Agriculture and vegetation"
"Ndonga","Zulu",0.181818181818182,"Agriculture and vegetation"
"Swati","Zulu",0.363636363636364,"Agriculture and vegetation"
"Tsonga","Zulu",0.181818181818182,"Agriculture and vegetation"
"Venda","Zulu",0.454545454545455,"Agriculture and vegetation"
"Kongo","Zulu",0.636363636363636,"Agriculture and vegetation"
"Kikuyu","Zulu",0.454545454545455,"Agriculture and vegetation"
"Luganda","Zulu",0.545454545454545,"Agriculture and vegetation"
"Kinyarwanda","Zulu",0.363636363636364,"Agriculture and vegetation"
"Kirundi","Zulu",0.636363636363636,"Agriculture and vegetation"
"Igbo","Zulu",0.454545454545455,"Agriculture and vegetation"
"Bambara","Zulu",0.545454545454545,"Agriculture and vegetation"
"Amharic","Zulu",0.636363636363636,"Agriculture and vegetation"
"Kanuri","Zulu",0.636363636363636,"Agriculture and vegetation"
"Wolof","Zulu",0.363636363636364,"Agriculture and vegetation"
"Egyptian Arabic","Zulu",0.636363636363636,"Agriculture and vegetation"
"Kabyle","Zulu",0.545454545454545,"Agriculture and vegetation"
"Neapolitan","Zulu",0.636363636363636,"Agriculture and vegetation"
"Spanish","Zulu",0.545454545454545,"Agriculture and vegetation"
"English","Zulu",0.636363636363636,"Agriculture and vegetation"
"French","Zulu",0.636363636363636,"Agriculture and vegetation"
"Dutch","Zulu",0.636363636363636,"Agriculture and vegetation"
"Icelandic","Zulu",0.454545454545455,"Agriculture and vegetation"
"Irish","Zulu",0.363636363636364,"Agriculture and vegetation"
"Serbian","Zulu",0.454545454545455,"Agriculture and vegetation"
"Russian","Zulu",0.545454545454545,"Agriculture and vegetation"
"Bashkir","Zulu",0.545454545454545,"Agriculture and vegetation"
"Chuvash","Zulu",0.636363636363636,"Agriculture and vegetation"
"Erzya","Zulu",0.545454545454545,"Agriculture and vegetation"
"Estonian","Zulu",0.636363636363636,"Agriculture and vegetation"
"Gagauz","Zulu",0.545454545454545,"Agriculture and vegetation"
"Latvian","Zulu",0.636363636363636,"Agriculture and vegetation"
"Vepsian","Zulu",0.636363636363636,"Agriculture and vegetation"
"Czech","Zulu",0.545454545454545,"Agriculture and vegetation"
"Bulgarian","Zulu",0.545454545454545,"Agriculture and vegetation"
"Lithuanian","Zulu",0.454545454545455,"Agriculture and vegetation"
"Kalmyk","Zulu",0.454545454545455,"Agriculture and vegetation"
"Armenian","Zulu",0.545454545454545,"Agriculture and vegetation"
"Kurdish (Sorani)","Zulu",0.454545454545455,"Agriculture and vegetation"
"Abkhazian","Zulu",0.636363636363636,"Agriculture and vegetation"
"Turkish","Zulu",0.454545454545455,"Agriculture and vegetation"
"Hebrew","Zulu",0.636363636363636,"Agriculture and vegetation"
"Eastern Punjabi","Zulu",0.545454545454545,"Agriculture and vegetation"
"Kazakh","Zulu",0.454545454545455,"Agriculture and vegetation"
"Sakha","Zulu",0.545454545454545,"Agriculture and vegetation"
"Korean","Zulu",0.727272727272727,"Agriculture and vegetation"
"Nuosu","Zulu",0.545454545454545,"Agriculture and vegetation"
"Japanese","Zulu",0.545454545454545,"Agriculture and vegetation"
"Tibetan","Zulu",0.454545454545455,"Agriculture and vegetation"
"Bengali","Zulu",0.636363636363636,"Agriculture and vegetation"
"Kashmiri","Zulu",0.727272727272727,"Agriculture and vegetation"
"Telugu","Zulu",0.545454545454545,"Agriculture and vegetation"
"Tamil","Zulu",0.636363636363636,"Agriculture and vegetation"
"Malayalam","Zulu",0.636363636363636,"Agriculture and vegetation"
"Burmese","Zulu",0.636363636363636,"Agriculture and vegetation"
"Vietnamese","Zulu",0.727272727272727,"Agriculture and vegetation"
"Khmer","Zulu",0.818181818181818,"Agriculture and vegetation"
"Malay","Zulu",0.727272727272727,"Agriculture and vegetation"
"Thai","Zulu",0.727272727272727,"Agriculture and vegetation"
"Cebuano","Zulu",0.727272727272727,"Agriculture and vegetation"
"Banyumasan","Zulu",0.636363636363636,"Agriculture and vegetation"
"Minangkabau","Zulu",0.727272727272727,"Agriculture and vegetation"
"Chamorro","Zulu",0.363636363636364,"Agriculture and vegetation"
"Samoan","Zulu",0.727272727272727,"Agriculture and vegetation"
"Tongan","Zulu",0.727272727272727,"Agriculture and vegetation"
"Maori","Zulu",0.636363636363636,"Agriculture and vegetation"
"Hawaiian","Zulu",0.818181818181818,"Agriculture and vegetation"
"Cheyenne","Zulu",0.727272727272727,"Agriculture and vegetation"
"Choctaw","Zulu",0.636363636363636,"Agriculture and vegetation"
"Muscogee","Zulu",0.636363636363636,"Agriculture and vegetation"
"Cherokee","Zulu",0.545454545454545,"Agriculture and vegetation"
"Navajo","Zulu",0.636363636363636,"Agriculture and vegetation"
"Haitian","Zulu",0.545454545454545,"Agriculture and vegetation"
"Aymara","Zulu",0.545454545454545,"Agriculture and vegetation"
"Guarani","Zulu",0.454545454545455,"Agriculture and vegetation"
"Herero","Tswana",0.636363636363636,"Agriculture and vegetation"
"Zulu","Tswana",0,"Agriculture and vegetation"
"Tswana","Tswana",0,"Agriculture and vegetation"
"Ndonga","Tswana",0.181818181818182,"Agriculture and vegetation"
"Swati","Tswana",0.363636363636364,"Agriculture and vegetation"
"Tsonga","Tswana",0.181818181818182,"Agriculture and vegetation"
"Venda","Tswana",0.454545454545455,"Agriculture and vegetation"
"Kongo","Tswana",0.636363636363636,"Agriculture and vegetation"
"Kikuyu","Tswana",0.454545454545455,"Agriculture and vegetation"
"Luganda","Tswana",0.545454545454545,"Agriculture and vegetation"
"Kinyarwanda","Tswana",0.363636363636364,"Agriculture and vegetation"
"Kirundi","Tswana",0.636363636363636,"Agriculture and vegetation"
"Igbo","Tswana",0.454545454545455,"Agriculture and vegetation"
"Bambara","Tswana",0.545454545454545,"Agriculture and vegetation"
"Amharic","Tswana",0.636363636363636,"Agriculture and vegetation"
"Kanuri","Tswana",0.636363636363636,"Agriculture and vegetation"
"Wolof","Tswana",0.363636363636364,"Agriculture and vegetation"
"Egyptian Arabic","Tswana",0.636363636363636,"Agriculture and vegetation"
"Kabyle","Tswana",0.545454545454545,"Agriculture and vegetation"
"Neapolitan","Tswana",0.636363636363636,"Agriculture and vegetation"
"Spanish","Tswana",0.545454545454545,"Agriculture and vegetation"
"English","Tswana",0.636363636363636,"Agriculture and vegetation"
"French","Tswana",0.636363636363636,"Agriculture and vegetation"
"Dutch","Tswana",0.636363636363636,"Agriculture and vegetation"
"Icelandic","Tswana",0.454545454545455,"Agriculture and vegetation"
"Irish","Tswana",0.363636363636364,"Agriculture and vegetation"
"Serbian","Tswana",0.454545454545455,"Agriculture and vegetation"
"Russian","Tswana",0.545454545454545,"Agriculture and vegetation"
"Bashkir","Tswana",0.545454545454545,"Agriculture and vegetation"
"Chuvash","Tswana",0.636363636363636,"Agriculture and vegetation"
"Erzya","Tswana",0.545454545454545,"Agriculture and vegetation"
"Estonian","Tswana",0.636363636363636,"Agriculture and vegetation"
"Gagauz","Tswana",0.545454545454545,"Agriculture and vegetation"
"Latvian","Tswana",0.636363636363636,"Agriculture and vegetation"
"Vepsian","Tswana",0.636363636363636,"Agriculture and vegetation"
"Czech","Tswana",0.545454545454545,"Agriculture and vegetation"
"Bulgarian","Tswana",0.545454545454545,"Agriculture and vegetation"
"Lithuanian","Tswana",0.454545454545455,"Agriculture and vegetation"
"Kalmyk","Tswana",0.454545454545455,"Agriculture and vegetation"
"Armenian","Tswana",0.545454545454545,"Agriculture and vegetation"
"Kurdish (Sorani)","Tswana",0.454545454545455,"Agriculture and vegetation"
"Abkhazian","Tswana",0.636363636363636,"Agriculture and vegetation"
"Turkish","Tswana",0.454545454545455,"Agriculture and vegetation"
"Hebrew","Tswana",0.636363636363636,"Agriculture and vegetation"
"Eastern Punjabi","Tswana",0.545454545454545,"Agriculture and vegetation"
"Kazakh","Tswana",0.454545454545455,"Agriculture and vegetation"
"Sakha","Tswana",0.545454545454545,"Agriculture and vegetation"
"Korean","Tswana",0.727272727272727,"Agriculture and vegetation"
"Nuosu","Tswana",0.545454545454545,"Agriculture and vegetation"
"Japanese","Tswana",0.545454545454545,"Agriculture and vegetation"
"Tibetan","Tswana",0.454545454545455,"Agriculture and vegetation"
"Bengali","Tswana",0.636363636363636,"Agriculture and vegetation"
"Kashmiri","Tswana",0.727272727272727,"Agriculture and vegetation"
"Telugu","Tswana",0.545454545454545,"Agriculture and vegetation"
"Tamil","Tswana",0.636363636363636,"Agriculture and vegetation"
"Malayalam","Tswana",0.636363636363636,"Agriculture and vegetation"
"Burmese","Tswana",0.636363636363636,"Agriculture and vegetation"
"Vietnamese","Tswana",0.727272727272727,"Agriculture and vegetation"
"Khmer","Tswana",0.818181818181818,"Agriculture and vegetation"
"Malay","Tswana",0.727272727272727,"Agriculture and vegetation"
"Thai","Tswana",0.727272727272727,"Agriculture and vegetation"
"Cebuano","Tswana",0.727272727272727,"Agriculture and vegetation"
"Banyumasan","Tswana",0.636363636363636,"Agriculture and vegetation"
"Minangkabau","Tswana",0.727272727272727,"Agriculture and vegetation"
"Chamorro","Tswana",0.363636363636364,"Agriculture and vegetation"
"Samoan","Tswana",0.727272727272727,"Agriculture and vegetation"
"Tongan","Tswana",0.727272727272727,"Agriculture and vegetation"
"Maori","Tswana",0.636363636363636,"Agriculture and vegetation"
"Hawaiian","Tswana",0.818181818181818,"Agriculture and vegetation"
"Cheyenne","Tswana",0.727272727272727,"Agriculture and vegetation"
"Choctaw","Tswana",0.636363636363636,"Agriculture and vegetation"
"Muscogee","Tswana",0.636363636363636,"Agriculture and vegetation"
"Cherokee","Tswana",0.545454545454545,"Agriculture and vegetation"
"Navajo","Tswana",0.636363636363636,"Agriculture and vegetation"
"Haitian","Tswana",0.545454545454545,"Agriculture and vegetation"
"Aymara","Tswana",0.545454545454545,"Agriculture and vegetation"
"Guarani","Tswana",0.454545454545455,"Agriculture and vegetation"
"Herero","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Zulu","Ndonga",0.181818181818182,"Agriculture and vegetation"
"Tswana","Ndonga",0.181818181818182,"Agriculture and vegetation"
"Ndonga","Ndonga",0,"Agriculture and vegetation"
"Swati","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Tsonga","Ndonga",0,"Agriculture and vegetation"
"Venda","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Kongo","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Kikuyu","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Luganda","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Kinyarwanda","Ndonga",0.363636363636364,"Agriculture and vegetation"
"Kirundi","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Igbo","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Bambara","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Amharic","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Kanuri","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Wolof","Ndonga",0.181818181818182,"Agriculture and vegetation"
"Egyptian Arabic","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Kabyle","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Neapolitan","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Spanish","Ndonga",0.545454545454545,"Agriculture and vegetation"
"English","Ndonga",0.454545454545455,"Agriculture and vegetation"
"French","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Dutch","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Icelandic","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Irish","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Serbian","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Russian","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Bashkir","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Chuvash","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Erzya","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Estonian","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Gagauz","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Latvian","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Vepsian","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Czech","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Bulgarian","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Lithuanian","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Kalmyk","Ndonga",0.363636363636364,"Agriculture and vegetation"
"Armenian","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Kurdish (Sorani)","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Abkhazian","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Turkish","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Hebrew","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Eastern Punjabi","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Kazakh","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Sakha","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Korean","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Nuosu","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Japanese","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Tibetan","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Bengali","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Kashmiri","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Telugu","Ndonga",0.545454545454545,"Agriculture and vegetation"
"Tamil","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Malayalam","Ndonga",0.454545454545455,"Agriculture and vegetation"
"Burmese","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Vietnamese","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Khmer","Ndonga",0.818181818181818,"Agriculture and vegetation"
"Malay","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Thai","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Cebuano","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Banyumasan","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Minangkabau","Ndonga",0.636363636363636,"Agriculture and vegetation"
"Chamorro","Ndonga",0.272727272727273,"Agriculture and vegetation"
"Samoan","Ndonga",0.727272727272727,"Agriculture and vegetation"
"Tongan","Ndonga",0.727272727272727,"Agriculture and vegetation"
